id,product_name,retail_price,image,description,brand
11,First Choice Cotton Embroidered Diwan Set,2199,"[""http://img6a.flixcart.com/image/diwan-set/v/w/f/fcnsan-42-first-choice-1100x1100-imaejgvwptj77zmg.jpeg"", ""http://img6a.flixcart.com/image/diwan-set/v/w/f/fcnsan-42-first-choice-original-imaejgvwptj77zmg.jpeg""]","Key Features of First Choice Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,First Choice Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of First Choice Cotton Embroidered Diwan Set General Brand First Choice Material Cotton Style Code fcnsan-42 Pattern Embroidered Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Diwan Sheet Width 59 inch / 150 cm Additional Features Fabric Care Machine Washable, Do Not Soak In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers",First Choice
12,First Choice Cotton Embroidered Diwan Set,2199,"[""http://img5a.flixcart.com/image/diwan-set/w/v/y/fcnsan-44-first-choice-1100x1100-imaejgvwfjdhejwc.jpeg"", ""http://img5a.flixcart.com/image/diwan-set/w/v/y/fcnsan-44-first-choice-original-imaejgvwfjdhejwc.jpeg""]","Key Features of First Choice Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,First Choice Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of First Choice Cotton Embroidered Diwan Set General Brand First Choice Material Cotton Pattern Embroidered Style Code fcnsan-44 Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Width 59 inch / 150 cm In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers Additional Features Fabric Care Machine Washable, Do Not Soak",First Choice
13,First Choice Cotton Embroidered Diwan Set,2199,"[""http://img5a.flixcart.com/image/diwan-set/w/f/x/fcnsan-24-first-choice-1100x1100-imaejgvwhzwfypk6.jpeg"", ""http://img6a.flixcart.com/image/diwan-set/w/f/x/fcnsan-24-first-choice-original-imaejgvwhzwfypk6.jpeg""]","Key Features of First Choice Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,First Choice Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of First Choice Cotton Embroidered Diwan Set General Brand First Choice Material Cotton Style Code fcnsan-24 Pattern Embroidered Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Diwan Sheet Width 59 inch / 150 cm Additional Features Fabric Care Machine Washable, Do Not Soak In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers",First Choice
14,First Choice Cotton Embroidered Diwan Set,2199,"[""http://img6a.flixcart.com/image/diwan-set/f/d/v/fcnsan-52-first-choice-1100x1100-imaejgvwnshzuw3y.jpeg"", ""http://img5a.flixcart.com/image/diwan-set/f/d/v/fcnsan-52-first-choice-original-imaejgvwnshzuw3y.jpeg""]","Key Features of First Choice Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,First Choice Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of First Choice Cotton Embroidered Diwan Set General Brand First Choice Material Cotton Style Code fcnsan-52 Pattern Embroidered Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Diwan Sheet Width 59 inch / 150 cm Additional Features Fabric Care Machine Washable, Do Not Soak In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers",First Choice
15,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,2199,"[""http://img5a.flixcart.com/image/diwan-set/d/y/m/dsnsan-34-santosh-royal-fashion-1100x1100-imaejgvxwns4ygbz.jpeg"", ""http://img6a.flixcart.com/image/diwan-set/d/y/m/dsnsan-34-santosh-royal-fashion-original-imaejgvxwns4ygbz.jpeg""]","Key Features of SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set General Brand SANTOSH ROYAL FASHION Material Cotton Pattern Embroidered Style Code dsnsan-34 Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Width 59 inch / 150 cm In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers Additional Features Fabric Care Machine Washable, Do Not Soak",SANTOSH ROYAL FASHION
16,First Choice Cotton Embroidered Diwan Set,2199,"[""http://img6a.flixcart.com/image/diwan-set/z/3/f/fcnsan-65-first-choice-1100x1100-imaejgvwfk8332fs.jpeg"", ""http://img6a.flixcart.com/image/diwan-set/z/3/f/fcnsan-65-first-choice-original-imaejgvwfk8332fs.jpeg""]","Key Features of First Choice Cotton Embroidered Diwan Set Color: Multicolor No of Contents: 8 Diwan Sheet Length225 cm Cushion Cover Length:40 cm,First Choice Cotton Embroidered Diwan Set Price: Rs. 979 Add oodles of style to your home with an exciting range of designer furniture, furnishings, decor items and kitchenware. We promise to deliver best quality products at best prices.,Specifications of First Choice Cotton Embroidered Diwan Set General Brand First Choice Material Cotton Style Code fcnsan-65 Pattern Embroidered Color Multicolor Dimensions Bolster Cover Length 23 inch / 40 cm Cushion Cover Width 15 inch / 40 cm Cushion Cover Length 15 inch / 40 cm Diwan Sheet Length 88 inch / 225 cm Diwan Sheet Width 59 inch / 150 cm Additional Features Fabric Care Machine Washable, Do Not Soak In the Box Number of Contents in Sales Package Pack of 8 Sales Package 1 Diwan Sheet,5 Cushion Covers, 2 Bolster Covers",First Choice
17,House This Queen Cotton Duvet Cover,1160,"[""http://img5a.flixcart.com/image/duvet-cover/u/f/6/p21821-dco-smart-stripe-black-grey-house-this-1100x1100-imaej94fa69b4eku.jpeg"", ""http://img5a.flixcart.com/image/duvet-cover/u/f/6/p21821-dco-smart-stripe-black-grey-house-this-original-imaej94fa69b4eku.jpeg"", ""http://img6a.flixcart.com/image/duvet-cover/u/f/6/p21821-dco-smart-stripe-black-grey-house-this-original-imaej94fnq4rczvf.jpeg""]","Key Features of House This Queen Cotton Duvet Cover Material:100% Cotton Outer.Inner Polyfill Thrade :210 Dimension: Duvet Cover 229X274 Cms 1 Double Duvet Cover,Specifications of House This Queen Cotton Duvet Cover (Grey) General Brand House This Closure Button Design Code P21821 Material Cotton Pattern Printed Thread Count 210 Style Code Dco-Smart Stripe-Black Grey Size Queen Color Grey Dimensions Length 107 inch / 274 cm Width 90 inch / 229 cm In the Box Number of Contents in Sales Package Pack of 1 Fabric Care Machine Washable, Do Not Soak Additional Features Reversible No",House This
18,Skipper Blends Aqua Striped Eyelet Window Curtain,1733,"[""http://img5a.flixcart.com/image/curtain/q/7/b/mhm15-153-skipper-eyelet-stripe-original-imaeja5xszsvqghu.jpeg"", ""http://img5a.flixcart.com/image/curtain/q/7/b/mhm15-153-skipper-eyelet-stripe-original-imaejb6gn5cw2why.jpeg""]","Key Features of Skipper Blends Aqua Striped Eyelet Window Curtain Height: 153 cm Width: 112 cm,Specifications of Skipper Blends Aqua Striped Eyelet Window Curtain (153 cm in Height, Single Curtain) General Brand Skipper Designed For Window Type Eyelet Model Name Stripe Model ID MHM15 Color Aqua Dimensions Length 153 cm Body & Design Material Blends In the Box Number of Contents in Sales Package Pack of 1",Skipper
19,Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,1250,"[""http://img6a.flixcart.com/image/air-freshener/6/k/5/psihagngnctl-citronella-diffuser-pure-source-10-psihagngnctl-original-imadyg7cjsuyfj4u.jpeg""]",Buy Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener for Rs.375 online. Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Pure Source
20,Kings Multicolor Tassels,1000,"[""http://img5a.flixcart.com/image/curtain-accessory/t/c/f/tas-46-kings-original-imaecg2mavbednwj.jpeg"", ""http://img6a.flixcart.com/image/curtain-accessory/t/c/f/tas-46-kings-original-imaecg2mavbednwj.jpeg"", ""http://img6a.flixcart.com/image/curtain-accessory/t/c/f/tas-46-kings-original-imaecg2mdstzfvhx.jpeg""]","Kings Multicolor Tassels (Pack of 2)
                         Price: Rs. 249
				
			Kings Deal Presents , Tassels For Your Curtains. Choose From Wide Range Of Choices And Make Ur Curtains Look For Beautiful And Stylish
Kings Deal Presents , Tassels For Your Curtains. Choose From Wide Range Of Choices And Make Ur Curtains Look For Beautiful And Stylish",Kings
21,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,799,"[""http://img6a.flixcart.com/image/showpiece-figurine/m/b/5/es1417-eshoppee-original-imae7zhyzspbg9q5.jpeg""]","Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm (Polyresin, Multicolor)
                         Price: Rs. 399
				
			The Laughing Buddha Is Regarded As One Of The Most Auspicious Gods Of Wealth. It Brings Prosperity, Success And Financial Gains To The House. However, The Location Of Placing The Laughing Buddha Is Important. It Has To Be Placed At An Height Of Some 30"" Approximate And Should Be Facing The Main Door Directly. The Laughing Buddha Greets The Energies That Enter From The Main Gate And Activates Them Manifold So That They Become Highly Prosperous. If This Location Is Not Possible, The Next Best Place To Keep The Laughing Buddha Is On A Side Table Or A Corner Table, Which Is Diagonally Opposite To The Main Door And In This Case Also The Laughing Buddha Should Be Facing The Door. It Is Not Advisable To Keep The Laughing Buddha In A Bedroom Or In The Dining Room. This God Of Wealth Is Not Worshipped Or Prayed To, But Just Displayed And Its Presences Is Purely Symbolic And Auspicious
The Laughing Buddha Is Regarded As One Of The Most Auspicious Gods Of Wealth. It Brings Prosperity, Success And Financial Gains To The House. However, The Location Of Placing The Laughing Buddha Is Important. It Has To Be Placed At An Height Of Some 30"" Approximate And Should Be Facing The Main Door Directly. The Laughing Buddha Greets The Energies That Enter From The Main Gate And Activates Them Manifold So That They Become Highly Prosperous. If This Location Is Not Possible, The Next Best Place To Keep The Laughing Buddha Is On A Side Table Or A Corner Table, Which Is Diagonally Opposite To The Main Door And In This Case Also The Laughing Buddha Should Be Facing The Door. It Is Not Advisable To Keep The Laughing Buddha In A Bedroom Or In The Dining Room. This God Of Wealth Is Not Worshipped Or Prayed To, But Just Displayed And Its Presences Is Purely Symbolic And Auspicious",Eshoppee
22,Living World by Home Stop Solid Wood Display Unit,5499,"[""http://img5a.flixcart.com/image/display-unit/r/p/b/fs584614s-005sg-oak-birch-batula-living-world-multicolor-1100x1100-imaeac33ypcqwerr.jpeg"", ""http://img6a.flixcart.com/image/display-unit/r/p/b/fs584614s-005sg-oak-birch-batula-living-world-multicolor-original-imaeac33ypcqwerr.jpeg"", ""http://img5a.flixcart.com/image/display-unit/r/p/b/fs584614s-005sg-oak-birch-batula-living-world-multicolor-original-imaeac33fpbqva2r.jpeg"", ""http://img6a.flixcart.com/image/display-unit/r/p/b/fs584614s-005sg-oak-birch-batula-living-world-multicolor-original-imaeac334pvqrmgq.jpeg"", ""http://img6a.flixcart.com/image/display-unit/r/p/b/fs584614s-005sg-oak-birch-batula-living-world-multicolor-original-imaeac33sg3ey3yk.jpeg"", ""http://img5a.flixcart.com/image/display-unit/r/p/b/fs584614s-005sg-oak-birch-batula-living-world-multicolor-original-imaeac33sztjuhsg.jpeg""]",Buy Living World by Home Stop Solid Wood Display Unit for Rs.5499 online. Living World by Home Stop Solid Wood Display Unit at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Living World by Home Stop
23,Karigaari Set Of 5 Adivasi Doing Merry On Trumpet Showpiece  -  30 cm,4500,"[""http://img6a.flixcart.com/image/showpiece-figurine/j/3/e/kkh56-karigaari-india-1100x1100-imae7rybxtc7crsk.jpeg"", ""http://img5a.flixcart.com/image/showpiece-figurine/j/3/e/kkh56-karigaari-india-original-imae7rybxtc7crsk.jpeg""]","Karigaari Set Of 5 Adivasi Doing Merry On Trumpet Showpiece  -  30 cm (Iron, Wooden, Multicolor)
                         Price: Rs. 2,050
				
			Indian Society Is A Potpourri Of Different And Divergent Cultures, Wherein Every Sect Has Its Own Unique Role To Play. Not To Forget, Is The Contribution From Various Aadivasi Group From Various Parts Of This Vast Country. Known To Embrace Ways Of Life Close To Nature, A Group Of Aadivasi Men And Women Seen Making Merry In This Specially Designed Wrought Iron Artefact By Karigaari India. The Figurines Are Arranged On An Elephant-Tusk Shaped Base, Making It A Perfect Table Top Artefact. Bring It Home Or Gift It To Your Friend & Family To Enjoy This Ethnic Splendour.
Indian Society Is A Potpourri Of Different And Divergent Cultures, Wherein Every Sect Has Its Own Unique Role To Play. Not To Forget, Is The Contribution From Various Aadivasi Group From Various Parts Of This Vast Country. Known To Embrace Ways Of Life Close To Nature, A Group Of Aadivasi Men And Women Seen Making Merry In This Specially Designed Wrought Iron Artefact By Karigaari India. The Figurines Are Arranged On An Elephant-Tusk Shaped Base, Making It A Perfect Table Top Artefact. Bring It Home Or Gift It To Your Friend & Family To Enjoy This Ethnic Splendour.",Karigaari
24,JDX Plain Bed/Sleeping Pillow,7999,"[""http://img5a.flixcart.com/image/pillow/n/x/w/3drfiljdx-7-41x66-jdx-jdx-premium-3d-reliance-fibre-very-soft-1100x1100-imae4a5j63q4n8eg.jpeg"", ""http://img5a.flixcart.com/image/pillow/n/x/w/3drfiljdx-7-41x66-jdx-jdx-premium-3d-reliance-fibre-very-soft-original-imae4a5j63q4n8eg.jpeg"", ""http://img6a.flixcart.com/image/pillow/n/x/w/3drfiljdx-7-41x66-jdx-jdx-premium-3d-reliance-fibre-very-soft-original-imae4a5j94dd8zuj.jpeg""]","JDX Plain Bed/Sleeping Pillow (Pack of7, White)
                         Price: Rs. 3,370
				
			This is Exclusive comfort cushion with best quality of JDXONLINESALE Color: White, Material: Reliance Fabric Packaging: Plain polybag, Vacuum Packed (Compressed Piece), Washable, Machine wash using a mild detergent. Hang to dry. Re-fluff with hand.
This is Exclusive comfort cushion with best quality of JDXONLINESALE Color: White, Material: Reliance Fabric Packaging: Plain polybag, Vacuum Packed (Compressed Piece), Washable, Machine wash using a mild detergent. Hang to dry. Re-fluff with hand.",JDX
